timestamp,usercount,instancecount,tootscount
1539576003,1649089,1794,180189304
1539579604,1649148,1791,180200633
1539583203,1649216,1791,180213671
1539586804,1649280,1791,180227169
1539590403,1649344,1790,180241378
1539594005,1649407,1791,180256308
1539597603,1649485,1795,180274546
1539601203,1649546,1797,180292842
1539604804,1649603,1800,180312037
1539608403,1649690,1800,180332811
1539612005,1649763,1800,180355625
1539615604,1649852,1801,180380844
1539619203,1649935,1802,180401926
1539622804,1650018,1802,180414723
1539626404,1650092,1801,180428715
1539630004,1650167,1801,180441064
1539633604,1650241,1802,180452797
1539637203,1650318,1802,180464886
1539640804,1650411,1803,180451049
1539644404,1650484,1801,180465424
1539648005,1650537,1803,180477843
1539651603,1650598,1803,180482774
1539655204,1650651,1802,180494679
1539658803,1650716,1800,180508088
1539662404,1650787,1798,180524633
1539666005,1650853,1799,180539478
1539669604,1650915,1799,180551985
1539673204,1650974,1802,180560898
1539676803,1651036,1803,180574503
1539680405,1651091,1804,180588078
1539684004,1651146,1804,180603508
1539687605,1651196,1806,180621893
1539691205,1651242,1805,180640837
1539694804,1651312,1806,180662789
1539698405,1651377,1803,180684585
1539702004,1651478,1804,180710731
1539705605,1651571,1804,180728853
1539709203,1651658,1803,180746559
1539712804,1651741,1807,180761557
1539716405,1651815,1807,180772815
1539720004,1651880,1802,180785231
1539723605,1651962,1802,180797986
1539727204,1652038,1800,180807341
1539730803,1652095,1799,180816891
1539734405,1652171,1801,180832864
1539738004,1652228,1801,180845546
1539741603,1652288,1801,180856771
1539745204,1652365,1802,180871131
1539748803,1652430,1800,180884276
1539752404,1652504,1799,180897302
1539756003,1652563,1798,180908683
1539759607,1652617,1802,180920901
1539763204,1652684,1801,180933970
1539766804,1652731,1801,180948213
1539770404,1652791,1800,180965245
1539774005,1652851,1803,180977929
1539777603,1652909,1802,180995238
1539781203,1652979,1804,181017100
1539784805,1653042,1805,181040617
1539788403,1653117,1805,181065891
1539792004,1653188,1804,181077273
1539795605,1653273,1806,181095754
1539799204,1653347,1805,181108181
1539802804,1653429,1805,181120839
1539806404,1653498,1806,181132672
1539810005,1653580,1808,181145495
1539813604,1653655,1807,181158270
1539817205,1653728,1808,181171088
1539820804,1653777,1807,181181704
1539824405,1653837,1806,181173994
1539828005,1653890,1806,181176209
1539831605,1653947,1807,181181383
1539835205,1654005,1808,181188246
1539838805,1654064,1808,181203307
1539842405,1654122,1807,181215479
1539846003,1654182,1808,181225149
1539849604,1654242,1807,181237672
1539853204,1654294,1808,181252393
1539856803,1654345,1810,181265243
1539860404,1654397,1810,181284296
1539864004,1654458,1809,181289381
1539867603,1654507,1807,181308526
1539871204,1654593,1806,181331047
1539874805,1654666,1805,181353638
1539878404,1654751,1805,181374275
1539882005,1654819,1806,181391656
1539885604,1654886,1805,181405156
1539889204,1654949,1807,181417871
1539892805,1655006,1804,181424697
1539896404,1655072,1803,181435704
1539900004,1655150,1805,181446517
1539903604,1655215,1805,181459131
1539907203,1655271,1806,181469749
1539910804,1655329,1803,181481783
1539914403,1655374,1801,181493080
1539918005,1655447,1800,181505005
1539921604,1655494,1801,181520993
1539925205,1655550,1798,181536168
1539928805,1655605,1798,181548749
1539932405,1655659,1800,181562177
1539936005,1655718,1800,181575944
1539939604,1655770,1801,181589909
1539943204,1655822,1801,181606216
1539946805,1655874,1801,181625577
1539950405,1655934,1798,181630408
1539954004,1655996,1799,181645717
1539957605,1656070,1799,181673736
1539961204,1656168,1799,181697261
1539964805,1656271,1800,181719795
1539968404,1656357,1801,181738480
1539972004,1656424,1801,181754214
1539975604,1656478,1801,181767903
1539979205,1656535,1803,181774977
1539982804,1656598,1802,181786386
1539986405,1656638,1800,181798518
1539990003,1656701,1799,181810730
1539993603,1656765,1798,181823844
1539997204,1656811,1799,181835471
1540000803,1656858,1798,181848845
1540004404,1656925,1796,181861229
1540008004,1656992,1796,181873559
1540011603,1657051,1794,181887848
1540015203,1657113,1795,181901318
1540018803,1657170,1796,181914033
1540022403,1657222,1795,181928218
1540026003,1657272,1798,181943449
1540029603,1657333,1798,181958740
1540033204,1657379,1799,181974991
1540036804,1657484,1799,181991385
1540040404,1657562,1798,182009927
1540044004,1657642,1796,182026438
1540047605,1657703,1796,182047304
1540051205,1657750,1796,182068975
1540054803,1657831,1796,182087653
1540058403,1657905,1796,182101858
1540062005,1657954,1796,182112644
1540065605,1658001,1794,182121685
1540069205,1658064,1793,182103892
1540072805,1658121,1795,182110636
1540076404,1658150,1795,182121959
1540080005,1658213,1794,182134471
1540083603,1658269,1792,182148169
1540087203,1658318,1791,182158620
1540090803,1658373,1786,182172066
1540094405,1658461,1788,182183623
1540098004,1658521,1788,182196742
1540101603,1658583,1788,182209615
1540105204,1658648,1788,182222720
